eventID,parentEventID,occurrenceID,PhotoID,quadratID,Date,Year,country,countryCode,stateProvince,region,locality,site,reef.name,institutionCode,basisOfRecord,reef.area,understory,Height..cm.,Latitude,Longitude,Depth,Camera,recordedBy,Water.quality,Strobes,Framing.gear.used,White.balance.card,Comments,Annotation.status,Annotation.area,CD,scientificName,value,abundance,individualCount,cover,Group,scientificNameID,AphiaID_accepted,ScientificName_accepted,Authority_accepted,kingdom,phylum,class,order,family,genus,subgenus,species,subspecies
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q018,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q018_003,IMG_5397 00220.JPG,Q018,2019-03-11,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,DEEP1,CENPAT-CONICET,HumanObservation,HORIZONTAL,NO,45,-42.632535,-64.274401,DEEP,CANON100D,GONZALO BRAVO,GOOD,TWO,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Sponge  Tubular,9, , ,9,Porifera,urn:lsid:marinespecies.org:taxname:164811,164811,Demospongiae,"Sollas, 1885",Animalia,Porifera,Demospongiae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q018,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q018_004,IMG_5397 00220.JPG,Q018,2019-03-11,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,DEEP1,CENPAT-CONICET,HumanObservation,HORIZONTAL,NO,45,-42.632535,-64.274401,DEEP,CANON100D,GONZALO BRAVO,GOOD,TWO,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Crustose coralline algae,6, , ,6,Algae,urn:lsid:marinespecies.org:taxname:368687,368687,Corallinophycidae,,Plantae,Rhodophyta,Florideophyceae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q018,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q018_005,IMG_5397 00220.JPG,Q018,2019-03-11,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,DEEP1,CENPAT-CONICET,HumanObservation,HORIZONTAL,NO,45,-42.632535,-64.274401,DEEP,CANON100D,GONZALO BRAVO,GOOD,TWO,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Dictyota dichotoma,4, , ,4,Algae,urn:lsid:marinespecies.org:taxname:145367,145367,Dictyota dichotoma,"(Hudson) J.V.Lamouroux, 1809",Chromista,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Dictyota, ,dichotoma,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q018,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q018_006,IMG_5397 00220.JPG,Q018,2019-03-11,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,DEEP1,CENPAT-CONICET,HumanObservation,HORIZONTAL,NO,45,-42.632535,-64.274401,DEEP,CANON100D,GONZALO BRAVO,GOOD,TWO,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Macroalgae  Filamentous,54, , ,54,Algae,urn:lsid:marinespecies.org:taxname:196243,196243,Rhodymeniophycidae,"G.W.Saunders & Hommersand, 2004",Plantae,Rhodophyta,Florideophyceae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q018,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q018_007,IMG_5397 00220.JPG,Q018,2019-03-11,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,DEEP1,CENPAT-CONICET,HumanObservation,HORIZONTAL,NO,45,-42.632535,-64.274401,DEEP,CANON100D,GONZALO BRAVO,GOOD,TWO,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,D,Leucippa pentagona,16,16,1, ,Arthropoda,urn:lsid:marinespecies.org:taxname:441460,441460,Leucippa pentagona,"H. Milne Edwards, 1834",Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Leucippa, ,pentagona,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q019,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q019_001,IMG_5398 00221.JPG,Q019,2019-03-11,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,DEEP1,CENPAT-CONICET,HumanObservation,HORIZONTAL,NO,45,-42.632535,-64.274401,DEEP,CANON100D,GONZALO BRAVO,GOOD,TWO,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Ascidiella aspersa,3, , ,3,Ascidiacea,urn:lsid:marinespecies.org:taxname:103718,103718,Ascidiella aspersa,"(M<9f>ller, 1776)",Animalia,Chordata,Ascidiacea,Phlebobranchia,Ascidiidae,Ascidiella, ,aspersa,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q019,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q019_002,IMG_5398 00221.JPG,Q019,2019-03-11,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,DEEP1,CENPAT-CONICET,HumanObservation,HORIZONTAL,NO,45,-42.632535,-64.274401,DEEP,CANON100D,GONZALO BRAVO,GOOD,TWO,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Rock boring bivalves,2, , ,2,Mollusca,urn:lsid:marinespecies.org:taxname:510723,510723,Lithophaginae,"H. Adams & A. Adams, 1857",Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q019,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q019_003,IMG_5398 00221.JPG,Q019,2019-03-11,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,DEEP1,CENPAT-CONICET,HumanObservation,HORIZONTAL,NO,45,-42.632535,-64.274401,DEEP,CANON100D,GONZALO BRAVO,GOOD,TWO,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Sponge  Masive,1, , ,1,Porifera,urn:lsid:marinespecies.org:taxname:164811,164811,Demospongiae,"Sollas, 1885",Animalia,Porifera,Demospongiae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q019,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q019_004,IMG_5398 00221.JPG,Q019,2019-03-11,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,DEEP1,CENPAT-CONICET,HumanObservation,HORIZONTAL,NO,45,-42.632535,-64.274401,DEEP,CANON100D,GONZALO BRAVO,GOOD,TWO,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Crustose coralline algae,10, , ,10,Algae,urn:lsid:marinespecies.org:taxname:368687,368687,Corallinophycidae,,Plantae,Rhodophyta,Florideophyceae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q019,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q019_005,IMG_5398 00221.JPG,Q019,2019-03-11,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,DEEP1,CENPAT-CONICET,HumanObservation,HORIZONTAL,NO,45,-42.632535,-64.274401,DEEP,CANON100D,GONZALO BRAVO,GOOD,TWO,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Macroalgae  Filamentous,73, , ,73,Algae,urn:lsid:marinespecies.org:taxname:196243,196243,Rhodymeniophycidae,"G.W.Saunders & Hommersand, 2004",Plantae,Rhodophyta,Florideophyceae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q020,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q020_001,IMG_5399 00222.JPG,Q020,2019-03-11,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,DEEP1,CENPAT-CONICET,HumanObservation,HORIZONTAL,NO,45,-42.632535,-64.274401,DEEP,CANON100D,GONZALO BRAVO,GOOD,TWO,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Colonial tunicate,5.94, , ,5.94,Ascidiacea,urn:lsid:marinespecies.org:taxname:1839,1839,Ascidiacea,"Blainville, 1824",Animalia,Chordata,Ascidiacea,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q020,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q020_002,IMG_5399 00222.JPG,Q020,2019-03-11,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,DEEP1,CENPAT-CONICET,HumanObservation,HORIZONTAL,NO,45,-42.632535,-64.274401,DEEP,CANON100D,GONZALO BRAVO,GOOD,TWO,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Rock boring bivalves,4.95, , ,4.95,Mollusca,urn:lsid:marinespecies.org:taxname:510723,510723,Lithophaginae,"H. Adams & A. Adams, 1857",Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q020,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q020_003,IMG_5399 00222.JPG,Q020,2019-03-11,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,DEEP1,CENPAT-CONICET,HumanObservation,HORIZONTAL,NO,45,-42.632535,-64.274401,DEEP,CANON100D,GONZALO BRAVO,GOOD,TWO,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Diplosoma listerianum,1.98, , ,1.98,Ascidiacea,urn:lsid:marinespecies.org:taxname:103579,103579,Diplosoma listerianum,"(Milne Edwards, 1841)",Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Diplosoma, ,listerianum,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q020,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q020_004,IMG_5399 00222.JPG,Q020,2019-03-11,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,DEEP1,CENPAT-CONICET,HumanObservation,HORIZONTAL,NO,45,-42.632535,-64.274401,DEEP,CANON100D,GONZALO BRAVO,GOOD,TWO,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Lissoclinum fragile,0.99, , ,0.99,Ascidiacea,urn:lsid:marinespecies.org:taxname:250786,250786,Lissoclinum fragile,"(Van Name, 1902)",Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Lissoclinum, ,fragile,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q020,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q020_005,IMG_5399 00222.JPG,Q020,2019-03-11,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,DEEP1,CENPAT-CONICET,HumanObservation,HORIZONTAL,NO,45,-42.632535,-64.274401,DEEP,CANON100D,GONZALO BRAVO,GOOD,TWO,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Terebellidae,1.98, , ,1.98,Annelida,urn:lsid:marinespecies.org:taxname:982,982,Terebellidae,"Johnston, 1846",Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q020,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q020_006,IMG_5399 00222.JPG,Q020,2019-03-11,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,DEEP1,CENPAT-CONICET,HumanObservation,HORIZONTAL,NO,45,-42.632535,-64.274401,DEEP,CANON100D,GONZALO BRAVO,GOOD,TWO,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Sponge  Tubular,3.96, , ,3.96,Porifera,urn:lsid:marinespecies.org:taxname:164811,164811,Demospongiae,"Sollas, 1885",Animalia,Porifera,Demospongiae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q020,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q020_007,IMG_5399 00222.JPG,Q020,2019-03-11,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,DEEP1,CENPAT-CONICET,HumanObservation,HORIZONTAL,NO,45,-42.632535,-64.274401,DEEP,CANON100D,GONZALO BRAVO,GOOD,TWO,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Crustose coralline algae,16.83, , ,16.83,Algae,urn:lsid:marinespecies.org:taxname:368687,368687,Corallinophycidae,,Plantae,Rhodophyta,Florideophyceae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q020,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q020_008,IMG_5399 00222.JPG,Q020,2019-03-11,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,DEEP1,CENPAT-CONICET,HumanObservation,HORIZONTAL,NO,45,-42.632535,-64.274401,DEEP,CANON100D,GONZALO BRAVO,GOOD,TWO,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Dictyota dichotoma,3.96, , ,3.96,Algae,urn:lsid:marinespecies.org:taxname:145367,145367,Dictyota dichotoma,"(Hudson) J.V.Lamouroux, 1809",Chromista,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Dictyota, ,dichotoma,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q020,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q020_009,IMG_5399 00222.JPG,Q020,2019-03-11,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,DEEP1,CENPAT-CONICET,HumanObservation,HORIZONTAL,NO,45,-42.632535,-64.274401,DEEP,CANON100D,GONZALO BRAVO,GOOD,TWO,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Macroalgae  Filamentous,19.8, , ,19.8,Algae,urn:lsid:marinespecies.org:taxname:196243,196243,Rhodymeniophycidae,"G.W.Saunders & Hommersand, 2004",Plantae,Rhodophyta,Florideophyceae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q020,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q020_010,IMG_5399 00222.JPG,Q020,2019-03-11,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,DEEP1,CENPAT-CONICET,HumanObservation,HORIZONTAL,NO,45,-42.632535,-64.274401,DEEP,CANON100D,GONZALO BRAVO,GOOD,TWO,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Hymenena Phycodrys,1.98, , ,1.98,Algae,urn:lsid:marinespecies.org:taxname:830,830,Phaeophyceae,"Kjellman, 1891",Chromista,Ochrophyta,Phaeophyceae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q020,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q020_011,IMG_5399 00222.JPG,Q020,2019-03-11,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,DEEP1,CENPAT-CONICET,HumanObservation,HORIZONTAL,NO,45,-42.632535,-64.274401,DEEP,CANON100D,GONZALO BRAVO,GOOD,TWO,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,D,Pseudechinus magellanicus,16,16,1, ,Echinodermata,urn:lsid:marinespecies.org:taxname:160822,160822,Pseudechinus magellanicus,"(Philippi, 1857)",Animalia,Echinodermata,Echinoidea,Camarodonta,Temnopleuridae,Pseudechinus, ,magellanicus,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q020,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q020_012,IMG_5399 00222.JPG,Q020,2019-03-11,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,DEEP1,CENPAT-CONICET,HumanObservation,HORIZONTAL,NO,45,-42.632535,-64.274401,DEEP,CANON100D,GONZALO BRAVO,GOOD,TWO,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,D,Tegula patagonica,96,96,6, ,Mollusca,urn:lsid:marinespecies.org:taxname:533470,533470,Tegula patagonica,"(d'Orbigny, 1835)",Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Tegula, ,patagonica,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q020,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q020_013,IMG_5399 00222.JPG,Q020,2019-03-11,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,DEEP1,CENPAT-CONICET,HumanObservation,HORIZONTAL,NO,45,-42.632535,-64.274401,DEEP,CANON100D,GONZALO BRAVO,GOOD,TWO,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,D,Leucippa pentagona,16,16,1, ,Arthropoda,urn:lsid:marinespecies.org:taxname:441460,441460,Leucippa pentagona,"H. Milne Edwards, 1834",Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Leucippa, ,pentagona,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q020,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_HORIZONTAL_Q020_014,IMG_5399 00222.JPG,Q020,2019-03-11,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,DEEP1,CENPAT-CONICET,HumanObservation,HORIZONTAL,NO,45,-42.632535,-64.274401,DEEP,CANON100D,GONZALO BRAVO,GOOD,TWO,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,D,Arbacia dufresnii,16,16,1, ,Echinodermata,urn:lsid:marinespecies.org:taxname:160786,160786,Arbacia dufresnii,"(Blainville, 1825)",Animalia,Echinodermata,Echinoidea,Arbacioida,Arbaciidae,Arbacia, ,dufresnii,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q001_001,IMG_5337 00165.JPG,Q001,2019-03-11,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,DEEP1,CENPAT-CONICET,HumanObservation,OVERHANG,NO,45,-42.632535,-64.274401,DEEP,CANON100D,GONZALO BRAVO,GOOD,TWO,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Aulacomya atra,0.98, , ,0.98,Mollusca,urn:lsid:marinespecies.org:taxname:505963,505963,Aulacomya atra,"(Molina, 1782)",Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Aulacomya, ,atra,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q001_002,IMG_5337 00165.JPG,Q001,2019-03-11,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,DEEP1,CENPAT-CONICET,HumanObservation,OVERHANG,NO,45,-42.632535,-64.274401,DEEP,CANON100D,GONZALO BRAVO,GOOD,TWO,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Corynactis carnea,37.24, , ,37.24,Cnidaria,urn:lsid:marinespecies.org:taxname:283837,283837,Corynactis carnea,"Studer, 1879",Animalia,Cnidaria,Anthozoa,Corallimorpharia,Corallimorphidae,Corynactis, ,carnea,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q001_003,IMG_5337 00165.JPG,Q001,2019-03-11,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,DEEP1,CENPAT-CONICET,HumanObservation,OVERHANG,NO,45,-42.632535,-64.274401,DEEP,CANON100D,GONZALO BRAVO,GOOD,TWO,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Colonial tunicate,1.96, , ,1.96,Ascidiacea,urn:lsid:marinespecies.org:taxname:1839,1839,Ascidiacea,"Blainville, 1824",Animalia,Chordata,Ascidiacea,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q001_004,IMG_5337 00165.JPG,Q001,2019-03-11,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,DEEP1,CENPAT-CONICET,HumanObservation,OVERHANG,NO,45,-42.632535,-64.274401,DEEP,CANON100D,GONZALO BRAVO,GOOD,TWO,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Rock boring bivalves,6.86, , ,6.86,Mollusca,urn:lsid:marinespecies.org:taxname:510723,510723,Lithophaginae,"H. Adams & A. Adams, 1857",Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q001_005,IMG_5337 00165.JPG,Q001,2019-03-11,2019,ARGENTINA,AR,CHUBUT,GOLFONUEVO,PTOPIRAMIDES,PARDELAS,DEEP1,CENPAT-CONICET,HumanObservation,OVERHANG,NO,45,-42.632535,-64.274401,DEEP,CANON100D,GONZALO BRAVO,GOOD,TWO,25X25CM,YES,FIRST SAMPLES,CONFIRMED,X: 0 - 100% / Y: 0 - 100%,C,Halcurias sp ,1.96, , ,1.96,Cnidaria,urn:lsid:marinespecies.org:taxname:267466,267466,Halcurias,"McMurrich, 1893",Animalia,Cnidaria,Anthozoa,Actiniaria,Halcuriidae,Halcurias, ,,
