eventID,parentEventID,occurrenceID,Year,country,countryCode,stateProvince,locality,institutionCode,basisOfRecord,recordedBy,scientificName,scientificNameID,taxonID,acceptedNameUsage,scientificNameAuthorship,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q016,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q016_002,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Lithophaginae,urn:lsid:marinespecies.org:taxname:510723,510723,Lithophaginae,"H. Adams & A. Adams, 1857",Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q016,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q016_003,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Halcurias,urn:lsid:marinespecies.org:taxname:267466,267466,Halcurias,"McMurrich, 1893",Animalia,Cnidaria,Anthozoa,Actiniaria,Halcuriidae,Halcurias, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q016,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q016_004,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Demospongiae,urn:lsid:marinespecies.org:taxname:164811,164811,Demospongiae,"Sollas, 1885",Animalia,Porifera,Demospongiae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q016,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q016_005,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Demospongiae,urn:lsid:marinespecies.org:taxname:164811,164811,Demospongiae,"Sollas, 1885",Animalia,Porifera,Demospongiae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q016,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q016_006,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Demospongiae,urn:lsid:marinespecies.org:taxname:164811,164811,Demospongiae,"Sollas, 1885",Animalia,Porifera,Demospongiae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q016,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q016_007,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Demospongiae,urn:lsid:marinespecies.org:taxname:164811,164811,Demospongiae,"Sollas, 1885",Animalia,Porifera,Demospongiae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q017,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q017_001,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Corynactis carnea,urn:lsid:marinespecies.org:taxname:283837,283837,Corynactis carnea,"Studer, 1879",Animalia,Cnidaria,Anthozoa,Corallimorpharia,Corallimorphidae,Corynactis, ,carnea,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q017,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q017_002,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Lithophaginae,urn:lsid:marinespecies.org:taxname:510723,510723,Lithophaginae,"H. Adams & A. Adams, 1857",Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q017,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q017_003,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Halcurias,urn:lsid:marinespecies.org:taxname:267466,267466,Halcurias,"McMurrich, 1893",Animalia,Cnidaria,Anthozoa,Actiniaria,Halcuriidae,Halcurias, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q017,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q017_004,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Demospongiae,urn:lsid:marinespecies.org:taxname:164811,164811,Demospongiae,"Sollas, 1885",Animalia,Porifera,Demospongiae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q017,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q017_005,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Demospongiae,urn:lsid:marinespecies.org:taxname:164811,164811,Demospongiae,"Sollas, 1885",Animalia,Porifera,Demospongiae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q017,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q017_006,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Demospongiae,urn:lsid:marinespecies.org:taxname:164811,164811,Demospongiae,"Sollas, 1885",Animalia,Porifera,Demospongiae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q017,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q017_007,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Arbacia dufresnii,urn:lsid:marinespecies.org:taxname:160786,160786,Arbacia dufresnii,"(Blainville, 1825)",Animalia,Echinodermata,Echinoidea,Arbacioida,Arbaciidae,Arbacia, ,dufresnii,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q017,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q017_008,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Helcogrammoides cunninghami,urn:lsid:marinespecies.org:taxname:279353,279353,Helcogrammoides cunninghami,"(Smitt, 1898)",Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Helcogrammoides, ,cunninghami,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q018,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q018_001,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Corynactis carnea,urn:lsid:marinespecies.org:taxname:283837,283837,Corynactis carnea,"Studer, 1879",Animalia,Cnidaria,Anthozoa,Corallimorpharia,Corallimorphidae,Corynactis, ,carnea,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q018,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q018_002,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Lithophaginae,urn:lsid:marinespecies.org:taxname:510723,510723,Lithophaginae,"H. Adams & A. Adams, 1857",Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q018,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q018_003,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Halcurias,urn:lsid:marinespecies.org:taxname:267466,267466,Halcurias,"McMurrich, 1893",Animalia,Cnidaria,Anthozoa,Actiniaria,Halcuriidae,Halcurias, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q018,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q018_004,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Demospongiae,urn:lsid:marinespecies.org:taxname:164811,164811,Demospongiae,"Sollas, 1885",Animalia,Porifera,Demospongiae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q018,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q018_005,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Demospongiae,urn:lsid:marinespecies.org:taxname:164811,164811,Demospongiae,"Sollas, 1885",Animalia,Porifera,Demospongiae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q018,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q018_006,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Demospongiae,urn:lsid:marinespecies.org:taxname:164811,164811,Demospongiae,"Sollas, 1885",Animalia,Porifera,Demospongiae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q018,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q018_007,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Darwinella rosacea,urn:lsid:marinespecies.org:taxname:164872,164872,Darwinella rosacea,"Hechtel, 1965",Animalia,Porifera,Demospongiae,Dendroceratida,Darwinellidae,Darwinella, ,rosacea,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q018,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q018_008,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Demospongiae,urn:lsid:marinespecies.org:taxname:164811,164811,Demospongiae,"Sollas, 1885",Animalia,Porifera,Demospongiae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q018,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q018_009,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Sebastes oculatus,urn:lsid:marinespecies.org:taxname:274829,274829,Sebastes oculatus,"Valenciennes, 1833",Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes, ,oculatus,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q019,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q019_001,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Corynactis carnea,urn:lsid:marinespecies.org:taxname:283837,283837,Corynactis carnea,"Studer, 1879",Animalia,Cnidaria,Anthozoa,Corallimorpharia,Corallimorphidae,Corynactis, ,carnea,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q019,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q019_002,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Lithophaginae,urn:lsid:marinespecies.org:taxname:510723,510723,Lithophaginae,"H. Adams & A. Adams, 1857",Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q019,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q019_003,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Halcurias,urn:lsid:marinespecies.org:taxname:267466,267466,Halcurias,"McMurrich, 1893",Animalia,Cnidaria,Anthozoa,Actiniaria,Halcuriidae,Halcurias, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q019,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q019_004,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Demospongiae,urn:lsid:marinespecies.org:taxname:164811,164811,Demospongiae,"Sollas, 1885",Animalia,Porifera,Demospongiae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q019,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q019_005,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Demospongiae,urn:lsid:marinespecies.org:taxname:164811,164811,Demospongiae,"Sollas, 1885",Animalia,Porifera,Demospongiae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q019,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q019_006,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Demospongiae,urn:lsid:marinespecies.org:taxname:164811,164811,Demospongiae,"Sollas, 1885",Animalia,Porifera,Demospongiae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q019,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q019_007,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Sebastes oculatus,urn:lsid:marinespecies.org:taxname:274829,274829,Sebastes oculatus,"Valenciennes, 1833",Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes, ,oculatus,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q020,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q020_001,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Corynactis carnea,urn:lsid:marinespecies.org:taxname:283837,283837,Corynactis carnea,"Studer, 1879",Animalia,Cnidaria,Anthozoa,Corallimorpharia,Corallimorphidae,Corynactis, ,carnea,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q020,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q020_002,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Lithophaginae,urn:lsid:marinespecies.org:taxname:510723,510723,Lithophaginae,"H. Adams & A. Adams, 1857",Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q020,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q020_003,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Halcurias,urn:lsid:marinespecies.org:taxname:267466,267466,Halcurias,"McMurrich, 1893",Animalia,Cnidaria,Anthozoa,Actiniaria,Halcuriidae,Halcurias, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q020,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q020_004,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Demospongiae,urn:lsid:marinespecies.org:taxname:164811,164811,Demospongiae,"Sollas, 1885",Animalia,Porifera,Demospongiae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q020,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q020_005,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Demospongiae,urn:lsid:marinespecies.org:taxname:164811,164811,Demospongiae,"Sollas, 1885",Animalia,Porifera,Demospongiae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q020,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q020_006,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Demospongiae,urn:lsid:marinespecies.org:taxname:164811,164811,Demospongiae,"Sollas, 1885",Animalia,Porifera,Demospongiae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q020,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_OVERHANG_Q020_007,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Arbacia dufresnii,urn:lsid:marinespecies.org:taxname:160786,160786,Arbacia dufresnii,"(Blainville, 1825)",Animalia,Echinodermata,Echinoidea,Arbacioida,Arbaciidae,Arbacia, ,dufresnii,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL_Q001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL_Q001_001,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Corynactis carnea,urn:lsid:marinespecies.org:taxname:283837,283837,Corynactis carnea,"Studer, 1879",Animalia,Cnidaria,Anthozoa,Corallimorpharia,Corallimorphidae,Corynactis, ,carnea,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL_Q001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL_Q001_002,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Lithophaginae,urn:lsid:marinespecies.org:taxname:510723,510723,Lithophaginae,"H. Adams & A. Adams, 1857",Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL_Q001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL_Q001_003,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Cliona,urn:lsid:marinespecies.org:taxname:132026,132026,Cliona,"Grant, 1826",Animalia,Porifera,Demospongiae,Clionaida,Clionaidae,Cliona, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL_Q001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL_Q001_004,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Demospongiae,urn:lsid:marinespecies.org:taxname:164811,164811,Demospongiae,"Sollas, 1885",Animalia,Porifera,Demospongiae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL_Q001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL_Q001_005,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Demospongiae,urn:lsid:marinespecies.org:taxname:164811,164811,Demospongiae,"Sollas, 1885",Animalia,Porifera,Demospongiae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL_Q001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL_Q001_006,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Demospongiae,urn:lsid:marinespecies.org:taxname:164811,164811,Demospongiae,"Sollas, 1885",Animalia,Porifera,Demospongiae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL_Q001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL_Q001_007,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Darwinella rosacea,urn:lsid:marinespecies.org:taxname:164872,164872,Darwinella rosacea,"Hechtel, 1965",Animalia,Porifera,Demospongiae,Dendroceratida,Darwinellidae,Darwinella, ,rosacea,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL_Q001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL_Q001_008,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Demospongiae,urn:lsid:marinespecies.org:taxname:164811,164811,Demospongiae,"Sollas, 1885",Animalia,Porifera,Demospongiae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL_Q001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL_Q001_009,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Corallinophycidae,urn:lsid:marinespecies.org:taxname:368687,368687,Corallinophycidae,,Plantae,Rhodophyta,Florideophyceae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL_Q001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL_Q001_010,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Rhodymeniophycidae,urn:lsid:marinespecies.org:taxname:196243,196243,Rhodymeniophycidae,"G.W.Saunders & Hommersand, 2004",Plantae,Rhodophyta,Florideophyceae,,,, ,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL_Q001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_DEEP1_VERTICAL_Q001_011,2019,ARGENTINA,AR,CHUBUT,PTOPIRAMIDES,CENPAT-CONICET,HumanObservation,GONZALO BRAVO,Arbacia dufresnii,urn:lsid:marinespecies.org:taxname:160786,160786,Arbacia dufresnii,"(Blainville, 1825)",Animalia,Echinodermata,Echinoidea,Arbacioida,Arbaciidae,Arbacia, ,dufresnii,
